Anonymous Company id,Geo,"Account Churned?  (1=Yes, 0=No)",Year of Change,Month of Change,nbr of days since last account operation,nbr of days since last document operation,docs opened on mobile,docs opened in reports,docs opened on web,docs opened any source,docs tagged on mobile,docs tagged on web,docs shared any source,docs chg sentiment any source,docs hidden any source,mobile logins,web logins,mobile foreground,forgot password
8024,Geo 1,0,2017,3,1,207,0,22,32,54,0,6,0,5,0,0,1,0,0
8025,Unknown,1,2017,3,1,,0,0,0,0,0,0,0,0,0,0,1,0,0
8026,Geo 2,0,2017,5,10,66,0,23,43,66,0,56,0,0,0,0,10,0,0
8027,Geo 1,0,2017,7,14,47,1,23,15,39,11,8,1,0,0,0,6,1,0
8028,Geo 1,0,2017,9,7,97,0,97,0,97,0,0,0,0,0,0,0,0,0
8029,Geo 1,1,2017,3,15,40,0,31,9,40,0,0,0,0,0,0,8,0,0
8030,Geo 3,0,2017,3,,8,0,8,0,8,0,0,0,0,0,0,0,0,0
8031,Geo 2,0,2017,9,3,,0,0,0,0,0,0,0,0,0,0,1,0,0
8032,Geo 1,0,2017,8,5,278,0,278,0,278,0,0,0,0,0,0,3,0,0
8033,Geo 1,0,2017,4,36,118,0,82,18,100,0,0,9,5,0,0,22,0,0
8034,Geo 2,0,2017,5,42,346,0,0,105,105,0,0,0,0,253,0,42,0,0
8035,Geo 2,0,2017,9,2,12,0,10,2,12,0,0,0,0,0,0,1,0,0
8036,Geo 1,0,2017,3,1,153,0,151,2,153,0,0,0,0,0,0,0,0,0
8037,Geo 2,0,2017,2,38,1011,1,71,914,986,0,0,25,0,0,0,27,4,0
8038,Geo 1,1,2017,4,6,40,0,39,1,40,0,0,0,0,0,0,0,0,0
8039,Geo 1,1,2017,9,6,6,0,3,3,6,0,0,0,0,0,0,1,0,0
8040,Geo 2,0,2017,5,6,45,0,43,2,45,0,0,0,0,0,0,6,0,0
8041,Geo 2,0,2017,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8042,Geo 1,0,2017,3,5,81,0,61,16,77,0,0,4,0,0,0,1,0,0
8043,Geo 2,0,2017,6,48,188,0,20,41,61,0,3,0,166,0,0,47,0,0
8044,Geo 1,0,2017,2,,56,0,56,0,56,0,0,0,0,0,0,0,0,0
8045,Geo 2,0,2017,6,14,82,2,57,7,66,0,2,10,0,0,0,7,3,0
8046,Geo 2,0,2017,2,32,116,9,13,12,34,1,0,1,83,0,1,0,11,0
8046,Geo 2,0,2017,5,16,35,3,8,3,14,0,0,0,1,20,3,1,6,0
8046,Geo 2,0,2017,8,34,36,4,14,6,24,1,0,1,10,0,1,3,10,0
8049,Geo 1,0,2017,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8050,Geo 2,0,2017,4,4,14,0,13,1,14,0,0,0,0,0,0,2,0,0
8051,Geo 2,0,2017,9,11,411,0,402,7,409,0,0,0,0,0,0,2,0,0
8052,Geo 2,0,2017,7,12,40,0,24,16,40,0,0,0,0,0,0,5,0,0
8053,Geo 2,0,2017,2,6,117,0,7,110,117,0,0,0,0,0,0,6,0,0
8053,Geo 2,0,2017,9,19,288,0,7,281,288,0,0,0,0,0,0,18,0,0
8055,Geo 2,1,2017,6,,5,0,5,0,5,0,0,0,0,0,0,0,0,0
8056,Geo 2,0,2017,9,93,48,0,0,33,33,0,61,5,0,0,0,83,0,0
8057,Geo 2,1,2017,9,3,13,0,13,0,13,0,0,0,0,0,0,0,0,0
8058,Geo 2,0,2017,4,,2,0,2,0,2,0,0,0,0,0,0,0,0,0
8059,Geo 2,0,2017,7,15,57,0,54,3,57,0,0,0,0,0,0,15,0,0
8060,Geo 3,1,2017,2,2,7,0,3,4,7,0,0,0,0,0,0,0,0,0
8061,Unknown,1,2017,5,20,69,0,7,62,69,0,1,0,0,0,0,19,0,0
8062,Geo 2,0,2017,3,14,29,0,6,23,29,0,0,0,0,0,0,13,0,0
8062,Geo 2,0,2017,5,26,64,0,6,58,64,0,0,0,0,0,0,25,0,0
8064,Geo 3,0,2017,3,13,75,1,25,46,72,0,0,6,0,0,0,4,3,0
8065,Geo 1,0,2017,6,11,5,0,0,5,5,0,0,0,0,0,1,5,1,0
8065,Geo 1,0,2017,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8067,Unknown,1,2017,9,3,68,0,68,0,68,0,0,0,0,0,0,2,0,0
8068,Unknown,1,2017,2,71,47,22,8,0,47,1,0,1,0,0,1,0,39,0
8069,Geo 2,1,2017,9,,2,0,2,0,2,0,0,0,0,0,0,0,0,0
8070,Geo 1,0,2017,5,23,427,0,362,46,408,0,2,27,4,0,0,21,0,0
8071,Geo 1,1,2017,6,5,32,0,11,21,32,0,0,0,0,0,0,5,0,0
8071,Geo 1,1,2017,9,8,36,0,0,36,36,0,0,0,0,0,0,8,0,0
8073,Unknown,1,2017,9,6,12,0,12,0,12,0,0,0,0,0,0,6,0,0
8074,Geo 1,0,2017,7,112,742,0,517,225,742,0,1,0,0,0,0,54,0,0
8075,Geo 1,0,2017,4,38,72,12,58,2,72,0,0,0,0,0,5,2,18,0
8076,Geo 2,0,2017,3,3,34,0,34,0,34,0,0,0,0,0,0,2,0,0
8077,Geo 2,0,2017,6,162,162,34,34,87,155,0,0,4,4,0,0,26,81,0
8078,Geo 1,0,2017,3,4,21,0,14,7,21,0,0,0,0,0,0,0,0,0
8079,Geo 1,0,2017,2,55,166,0,70,96,166,0,0,0,0,0,1,4,8,0
8080,Geo 2,0,2017,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8081,Geo 2,0,2017,2,4,6,0,2,4,6,0,0,0,0,0,0,0,0,0
8082,Geo 2,0,2017,3,1,30,0,20,4,24,0,0,6,0,0,0,1,0,0
8083,Geo 1,1,2017,3,2,33,0,29,4,33,0,0,0,0,0,0,2,0,0
8084,Geo 2,0,2017,6,31,9,0,0,9,9,0,0,0,0,0,0,30,0,0
8085,Geo 1,0,2017,5,35,846,0,829,15,844,0,0,0,1,0,0,20,1,0
8086,Geo 2,0,2017,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8087,Geo 2,1,2017,6,40,471,0,402,69,471,0,8,0,0,0,0,21,0,0
8088,Geo 2,1,2017,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8089,Geo 2,0,2017,2,44,284,5,8,72,85,0,0,204,1,0,3,29,5,0
8090,Geo 1,0,2017,3,15,20,0,14,6,20,0,0,0,0,0,0,2,2,0
8091,Geo 2,0,2017,4,61,433,0,35,389,424,0,0,0,0,9,0,49,0,0
8092,Geo 2,0,2017,6,5,20,0,18,2,20,0,0,0,0,0,0,5,0,0
8093,Geo 2,0,2017,3,134,97,0,5,64,69,0,7,0,28,0,0,134,0,0
8094,Geo 2,0,2017,4,19,31,2,20,9,31,0,0,0,0,0,1,6,3,0
8095,Geo 2,0,2017,4,1,6,0,6,0,6,0,0,0,0,0,0,1,0,0
8096,Geo 2,0,2017,2,6,1093,0,0,16,16,0,44,0,1117,0,0,6,0,0
8097,Geo 2,0,2017,6,354,72,15,9,3,28,0,0,8,0,0,0,2,183,0
8098,Geo 2,0,2017,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8099,Geo 2,0,2017,2,5,,0,0,0,0,0,0,0,0,0,0,5,0,0
8100,Unknown,1,2017,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8101,Geo 2,0,2017,2,16,22,0,3,19,22,0,0,0,0,0,0,2,0,0
8102,Geo 2,0,2017,3,,1,0,0,1,1,0,0,0,0,0,0,0,0,0
8103,Geo 2,0,2017,9,91,151,7,123,7,137,0,6,1,16,0,3,25,30,0
8104,Geo 2,1,2017,3,1,43,0,39,3,42,0,0,0,1,0,0,0,0,0
8105,Geo 2,0,2017,2,,11,0,8,3,11,0,3,0,0,0,0,0,0,0
8106,Geo 3,0,2017,5,1,41,0,41,0,41,0,0,0,0,0,0,1,0,0
8107,Geo 2,0,2017,1,31,27,5,7,14,26,0,0,1,0,0,0,2,2,0
8107,Geo 2,0,2017,9,45,129,1,15,113,129,0,0,0,0,0,0,39,2,0
8109,Geo 1,1,2017,4,10,63,0,58,5,63,0,0,0,0,0,0,5,0,0
8110,Geo 1,0,2017,2,,46,0,46,0,46,0,0,0,0,0,0,0,0,0
8111,Geo 1,0,2017,3,14,79,0,56,23,79,0,0,0,0,0,0,10,0,0
8111,Geo 1,0,2017,8,34,140,0,118,22,140,0,0,0,0,0,0,29,0,0
8113,Unknown,1,2017,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8114,Geo 1,0,2017,9,118,62,16,11,9,61,0,0,1,0,0,8,4,48,0
8115,Geo 1,0,2017,7,97,609,1,507,27,536,0,0,4,70,0,0,23,35,0
8116,Geo 2,1,2017,2,11,,0,0,0,0,0,0,0,0,0,0,11,0,0
8117,Geo 2,0,2017,7,110,202,2,5,173,180,8,68,0,0,0,2,77,9,0
8118,Geo 3,0,2017,3,1264,724,702,0,3,727,3,7,31,0,0,30,17,499,0
8119,Geo 2,0,2017,7,28,79,0,9,70,79,0,0,0,0,0,0,16,0,0
8120,Geo 1,0,2017,2,27,113,0,71,37,108,0,0,0,0,0,0,8,0,0
8120,Geo 1,0,2017,8,27,54,0,34,14,48,0,1,0,0,0,1,20,1,0
8122,Geo 1,0,2017,4,6,39,0,35,4,39,0,0,0,0,0,0,1,0,0
8123,Geo 2,1,2017,2,,6,0,0,5,5,0,0,0,1,0,0,0,0,0
8124,Geo 2,1,2017,8,28,70,0,45,25,70,0,0,0,0,0,0,18,0,0
8125,Geo 2,0,2017,7,89,61,2,38,21,61,0,0,0,0,0,2,24,27,0
8126,Geo 2,0,2017,2,19,87,0,48,39,87,0,1,0,0,0,0,11,0,0
8127,Geo 2,0,2017,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8128,Geo 1,0,2017,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8129,Geo 2,0,2017,4,5,45,0,45,0,45,0,0,0,0,0,0,5,0,0
8130,Geo 2,1,2017,5,5,6,0,3,0,6,0,0,0,0,0,1,0,1,0
8131,Geo 2,0,2017,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8132,Unknown,1,2017,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8133,Geo 1,1,2017,5,161,125,19,56,10,119,0,0,7,0,0,1,1,92,0
8133,Geo 1,1,2017,6,153,94,16,31,8,87,0,0,7,1,0,0,3,84,0
8133,Geo 1,1,2017,8,75,47,10,22,4,47,0,0,0,1,0,0,3,37,0
8136,Geo 1,0,2017,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8136,Geo 1,0,2017,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8138,Geo 2,1,2017,3,56,46,0,0,46,46,0,0,0,0,0,0,54,0,0
8139,Geo 2,0,2017,2,8,9,0,0,9,9,0,0,0,0,0,0,8,0,0
8139,Geo 2,0,2017,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8141,Geo 2,1,2017,3,16,30,5,25,0,30,0,0,0,0,0,0,2,5,0
8142,Geo 2,1,2017,4,2,5,0,1,4,5,0,0,0,0,0,0,2,0,0
8143,Geo 2,0,2017,1,2,6,0,6,0,6,0,0,0,0,0,0,1,0,0
8143,Geo 2,0,2017,3,,4,0,4,0,4,0,0,0,0,0,0,0,0,0
8145,Geo 2,0,2017,4,25,121,0,77,44,121,0,0,0,0,0,0,21,0,0
8146,Geo 2,0,2017,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8147,Geo 2,1,2017,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8148,Geo 2,0,2017,3,11,139,0,136,3,139,0,0,0,0,0,0,2,2,0
8149,Geo 2,0,2017,5,,5,0,5,0,5,0,0,0,0,0,0,0,0,0
8150,Geo 2,0,2017,5,5,,0,0,0,0,0,0,0,0,0,0,3,0,0
8151,Geo 2,0,2017,6,46,620,0,66,544,610,0,0,10,0,0,0,39,0,0
8152,Geo 2,0,2017,6,180,508,5,130,355,491,0,0,1,16,0,2,92,18,0
8153,Geo 2,0,2017,6,3,43,0,43,0,43,0,0,0,0,0,0,2,0,0
8154,Geo 2,0,2017,4,161,620,1,275,292,568,0,1,0,52,0,1,108,10,0
8155,Geo 2,0,2017,2,8,53,0,8,44,52,0,0,0,0,0,0,4,0,0
8156,Geo 2,1,2017,7,,14,0,14,0,14,0,0,0,0,0,0,0,0,0
8157,Geo 3,0,2017,4,13,37,0,19,18,37,0,5,0,0,0,0,7,0,0
8158,Geo 2,0,2017,6,68,111,2,74,34,110,0,12,1,0,0,0,33,13,0
8159,Geo 3,0,2017,2,64,33,1,0,32,33,0,0,0,0,0,1,0,5,0
8160,Geo 3,0,2017,6,13,60,0,24,36,60,0,72,0,0,0,0,5,0,0
8161,Geo 1,1,2017,3,7,49,0,33,7,40,0,0,19,0,0,0,4,0,0
8162,Geo 1,0,2017,4,,10,0,10,0,10,0,0,0,0,0,0,0,0,0
8163,Geo 1,0,2017,3,,34,0,34,0,34,0,0,0,0,0,0,0,0,0
8163,Geo 1,0,2017,6,,21,0,21,0,21,0,0,0,0,0,0,0,0,0
8165,Geo 3,0,2017,2,,13,0,13,0,13,0,0,0,0,0,0,0,0,0
8166,Geo 1,0,2017,3,,39,0,39,0,39,0,0,0,0,0,0,0,0,0
8167,Geo 1,1,2017,3,11,3,2,1,0,3,0,0,0,0,0,0,1,2,0
8168,Geo 1,0,2017,3,11,17,2,15,0,17,0,0,0,0,0,0,1,3,0
8169,Geo 1,1,2017,3,29,143,0,107,36,143,0,0,0,0,0,0,14,0,0
8170,Geo 1,0,2017,3,8,39,0,23,15,38,0,0,0,0,0,0,3,0,0
8170,Geo 1,0,2017,6,9,18,0,12,6,18,0,0,0,0,0,0,4,0,0
8172,Unknown,1,2017,1,11,21,0,0,21,21,0,0,0,0,0,0,9,0,0
8173,Geo 2,0,2017,8,8,16,2,7,6,15,0,0,1,0,0,0,3,2,0
8174,Geo 1,0,2017,2,5,4,0,4,0,4,0,0,0,0,0,1,2,0,0
8175,Geo 2,1,2017,3,6,2,0,2,0,2,0,0,0,0,0,0,5,0,0
8176,Geo 1,1,2017,2,3,87,0,38,49,87,0,0,0,0,0,0,2,0,0
8177,Geo 2,1,2017,8,23,238,0,150,63,213,0,2,0,2,24,0,21,0,0
8178,Geo 1,1,2017,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0
8179,Geo 2,0,2017,8,17,106,0,62,42,104,0,0,0,0,0,0,14,0,0
8180,Geo 2,0,2017,6,247,1811,26,173,1456,1655,29,304,0,0,132,6,98,26,0
8181,Geo 2,0,2017,5,38,164,0,53,111,164,0,113,0,0,0,0,38,0,0
8182,Geo 1,0,2017,3,33,100,0,49,20,69,0,0,0,31,0,0,27,0,0
8183,Geo 2,0,2017,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8184,Geo 1,0,2017,5,44,200,0,0,183,183,0,0,0,0,23,0,42,0,0
8185,Geo 1,0,2017,8,8,174,0,174,0,174,0,0,0,0,0,1,3,0,0
8186,Geo 2,1,2017,3,4,17,0,9,1,10,0,0,0,0,0,0,4,0,0
8187,Geo 1,0,2017,5,4,209,0,199,10,209,0,0,0,0,0,0,3,0,0
8188,Geo 2,1,2017,2,,3,0,3,0,3,0,0,0,0,0,0,0,0,0
8189,Geo 2,1,2017,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8190,Geo 2,1,2017,6,7,63,0,40,3,43,0,1,0,20,0,0,6,0,0
8191,Geo 2,1,2017,3,81,105,0,0,105,105,0,0,0,0,0,0,81,0,0
8192,Geo 2,0,2017,4,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
8193,Geo 2,1,2017,7,74,357,1,175,169,345,0,37,2,0,0,1,48,4,0
8194,Geo 2,0,2017,2,,5,0,0,5,5,0,0,0,0,0,0,0,0,0
8195,Geo 2,0,2017,3,106,293,0,255,38,293,0,6,0,0,0,0,102,0,0
8196,Unknown,0,2017,7,30,120,1,83,24,108,0,0,0,12,0,0,10,1,0
8197,Geo 2,1,2017,2,26,105,1,24,74,99,0,0,6,0,0,0,17,1,0
8198,Geo 2,0,2017,5,39,3778,0,66,296,362,0,0,0,0,3722,0,31,0,0
8199,Geo 2,1,2017,5,2,4,0,0,4,4,0,0,0,0,0,0,2,0,0
8200,Geo 2,0,2017,9,17,18,0,13,5,18,0,0,0,0,0,1,3,7,0
8201,Geo 3,0,2017,2,2,1593,0,31,1560,1591,0,0,0,2,0,0,2,0,0
8202,Geo 3,1,2017,5,19,71,0,0,70,70,0,0,1,0,0,0,18,0,0
8203,Geo 1,0,2017,8,425,2149,90,106,350,547,148,698,1944,0,2,6,133,92,0
8204,Geo 3,0,2017,8,113,211,0,11,200,211,0,3,0,0,0,0,83,0,0
8205,Geo 1,0,2017,2,,88,0,87,1,88,0,0,0,0,0,0,0,0,0
8206,Geo 2,0,2017,7,83,70,0,1,69,70,0,0,0,0,0,1,73,2,0
8207,Geo 3,1,2017,9,161,5161,3,128,938,1069,2,156,3,3413,753,16,110,11,0
8208,Unknown,1,2017,2,21,13,3,9,0,12,0,0,1,0,0,0,0,9,0
8209,Geo 3,0,2017,5,18,223,0,74,7,81,0,0,7,144,0,0,13,0,0
8210,Geo 2,0,2017,9,1,14,0,14,0,14,0,0,0,0,0,0,1,0,0
8211,Geo 1,0,2017,4,33,132,0,0,132,132,0,0,0,0,0,0,33,0,0
8212,Geo 1,0,2017,9,80,860,0,51,144,195,9,60,0,0,665,0,32,16,0
8213,Geo 3,0,2017,4,1,11,0,11,0,11,0,0,0,0,0,0,0,0,0
8214,Geo 1,1,2017,2,64,1728,3,1644,64,1711,4,0,16,0,0,1,28,9,0
8214,Geo 1,1,2017,9,77,2958,0,1959,926,2885,0,0,75,0,0,0,42,0,0
8216,Unknown,1,2017,8,2,,0,0,0,0,0,0,0,0,0,0,2,0,0
8217,Geo 1,0,2017,6,763,700,21,320,50,529,87,4,59,0,0,0,39,395,0
8218,Geo 3,0,2017,4,27,54,0,16,38,54,0,0,0,0,0,0,1,0,0
8219,Unknown,1,2017,2,,5,0,5,0,5,0,0,0,0,0,0,0,0,0
8220,Geo 1,0,2017,6,42,1047,0,7,1040,1047,0,0,0,0,0,0,29,0,0
8221,Geo 1,1,2017,1,84,201,0,100,25,125,0,6,1,10,0,0,57,0,0
8222,Geo 1,0,2017,2,15,26,0,20,6,26,0,0,0,0,0,1,6,1,0
8223,Geo 2,0,2017,2,3,43,0,43,0,43,0,0,0,0,0,0,3,0,0
8224,Geo 1,0,2017,6,400,113,59,21,16,96,3,0,4,0,0,0,12,200,0
8225,Geo 1,0,2017,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8225,Geo 1,0,2017,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8225,Geo 1,0,2017,7,6,30,0,27,0,27,1,1,2,0,0,1,2,1,0
8228,Unknown,1,2017,2,,1,0,0,1,1,0,0,0,0,0,0,0,0,0
8229,Geo 2,0,2017,4,19,105,0,35,67,102,0,24,0,0,0,0,19,0,0
8230,Geo 1,0,2017,2,8,5,0,3,2,5,0,0,0,0,0,0,8,0,0
8230,Geo 1,0,2017,4,7,14,0,8,6,14,0,0,0,0,0,0,7,0,0
8230,Geo 1,0,2017,6,14,21,0,8,2,10,0,0,0,11,0,0,13,0,0
8233,Geo 1,0,2017,7,3,35,0,32,3,35,0,0,0,0,0,0,2,0,0
8234,Geo 1,0,2017,2,,59,0,59,0,59,0,0,0,0,0,0,0,0,0
8234,Geo 1,0,2017,5,,70,0,70,0,70,0,0,0,0,0,0,0,0,0
8236,Unknown,1,2017,4,,22,0,22,0,22,0,0,0,0,0,0,0,0,0
8237,Geo 1,0,2017,7,47,85,0,51,34,85,0,0,0,0,0,0,9,7,0
8238,Geo 1,0,2017,4,,3,0,3,0,3,0,0,0,0,0,0,0,0,0
8239,Geo 2,0,2017,2,12,72,0,67,5,72,0,0,0,0,0,0,11,0,0
8240,Geo 2,0,2017,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8241,Geo 1,0,2017,8,71,1755,1,1311,58,1370,0,39,0,0,0,0,59,2,0
8242,Geo 2,0,2017,6,35,78,0,8,2,10,0,0,80,0,0,0,29,0,0
8243,Geo 2,1,2017,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8244,Geo 2,0,2017,8,8,74,0,61,13,74,0,0,0,0,0,0,8,0,0
8245,Geo 2,1,2017,2,2,31,0,31,0,31,0,0,0,0,0,0,1,0,0
8245,Geo 2,1,2017,3,2,42,0,42,0,42,0,0,0,0,0,0,1,0,0
8247,Geo 2,0,2017,9,3,7,0,3,4,7,0,0,0,0,0,0,1,0,0
8248,Geo 2,1,2017,3,1,3,0,2,1,3,0,0,0,0,0,0,1,0,0
8249,Unknown,0,2017,3,,4,0,4,0,4,0,0,0,0,0,0,0,0,0
8250,Geo 1,0,2017,6,51,135,3,130,0,133,0,0,2,0,0,2,7,20,0
8251,Geo 2,0,2017,3,1,,0,0,0,0,0,0,0,0,0,0,1,0,0
8252,Geo 2,0,2017,6,11,47,0,23,24,47,0,0,0,0,0,0,10,0,0
8253,Geo 1,0,2017,3,,38,0,37,1,38,0,0,0,0,0,0,0,0,0
8254,Geo 2,0,2017,7,3,29,0,17,6,23,0,11,0,0,6,0,3,0,0
8255,Geo 2,1,2017,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8256,Geo 2,0,2017,6,10,53,0,38,15,53,0,0,0,0,0,0,9,0,0
8257,Geo 1,0,2017,4,60,49,1,38,8,49,0,0,0,0,0,2,52,2,0
8258,Geo 2,0,2017,2,48,41,14,10,18,42,0,0,0,0,0,2,4,18,0
8259,Geo 2,0,2017,4,21,27,0,6,12,18,0,0,0,0,0,0,19,0,0
8260,Geo 1,0,2017,8,97,319,0,88,179,267,0,9,0,0,52,0,97,0,0
8261,Geo 2,0,2017,6,4,,0,0,0,0,0,0,0,0,0,0,4,0,0
8262,Geo 2,0,2017,5,5,699,0,691,8,699,0,0,0,0,0,0,1,0,0
8262,Geo 2,0,2017,8,1,599,0,599,0,599,0,0,0,0,0,0,0,0,0
8262,Geo 2,0,2017,9,1,501,0,501,0,501,0,0,0,0,0,0,0,0,0
8265,Geo 2,1,2017,6,,38,0,38,0,38,0,0,0,0,0,0,0,0,0
8266,Geo 2,1,2017,3,,46,0,46,0,46,0,0,0,0,0,0,0,0,0
8266,Geo 2,1,2017,9,,21,0,21,0,21,0,0,0,0,0,0,0,0,0
8268,Geo 2,0,2017,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8269,Geo 3,1,2017,3,59,284,4,65,53,122,0,10,165,0,0,1,23,14,0
8270,Geo 2,0,2017,2,1,70,0,0,6,6,0,0,73,0,0,0,1,0,0
8271,Geo 2,1,2017,2,5,1,0,0,1,1,0,0,0,0,0,0,5,0,0
8271,Geo 2,1,2017,4,3,1,0,0,1,1,0,0,0,0,0,0,3,0,0
8273,Geo 2,1,2017,4,120,233,0,147,86,233,0,0,0,0,0,0,116,0,0
8274,Geo 3,0,2017,3,4,,0,0,0,0,0,0,0,0,0,0,3,0,0
8275,Unknown,1,2017,4,25,178,0,0,176,176,0,0,0,0,5,1,22,0,0
8276,Geo 3,1,2017,3,3,89,0,74,15,89,0,0,0,0,0,0,0,0,0
8277,Geo 3,0,2017,6,,27,0,27,0,27,0,0,0,0,0,0,0,0,0
8278,Geo 3,0,2017,3,66,372,23,3,346,372,0,0,0,0,0,5,32,14,0
8279,Geo 1,0,2017,2,17,55,0,24,31,55,0,0,0,0,0,0,11,0,0
8280,Geo 1,1,2017,6,4,49,0,49,0,49,0,0,0,0,0,0,0,1,0
8281,Geo 1,0,2017,3,21,149,11,129,3,143,2,0,5,0,0,0,3,7,0
8282,Unknown,1,2017,5,5,11,0,9,2,11,0,0,0,0,0,0,5,0,0
8283,Geo 3,0,2017,6,5,376,0,372,0,372,0,10,0,0,0,0,1,0,0
8284,Geo 3,1,2017,7,15,177,0,148,28,176,0,0,0,0,0,0,9,0,0
8285,Unknown,1,2017,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8286,Geo 1,1,2017,7,17,7,0,0,7,7,0,0,0,0,0,0,16,0,0
8287,Geo 1,0,2017,7,1,,0,0,0,0,0,0,0,0,0,0,1,0,0
8288,Geo 3,1,2017,3,4,44,0,9,34,43,0,0,0,0,0,0,2,0,0
8289,Unknown,1,2017,4,89,25,0,0,25,25,0,0,0,0,0,0,85,0,0
8290,Geo 1,0,2017,6,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
8291,Geo 1,0,2017,7,7,4,0,2,2,4,0,0,0,0,0,0,5,1,0
8292,Geo 1,0,2017,3,6,64,0,54,10,64,0,0,0,0,0,0,6,0,0
8293,Geo 1,0,2017,5,5,143,0,143,0,143,0,0,0,0,0,0,4,0,0
8294,Geo 2,1,2017,7,,1,0,1,0,1,0,0,0,0,0,0,0,0,0
8295,Geo 1,0,2017,8,86,130,0,15,109,124,0,0,0,7,0,0,47,0,0
8296,Geo 1,0,2017,6,,271,0,271,0,271,0,0,0,0,0,0,0,0,0
8297,Geo 2,0,2017,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8298,Geo 2,0,2017,6,1,5,0,5,0,5,0,0,0,0,0,0,0,0,0
8299,Geo 1,0,2017,5,106,204,0,193,11,204,0,0,0,0,0,0,92,0,0
8300,Geo 2,1,2017,7,79,2229,0,157,605,762,0,545,1,1632,0,0,78,0,0
8301,Geo 3,0,2017,7,4,15,0,0,15,15,0,199,0,0,0,0,1,0,0
8302,Geo 1,0,2017,2,3,283,0,253,5,258,0,0,0,28,0,0,0,0,0
8303,Geo 2,0,2017,7,9,77,0,60,17,77,0,0,0,0,0,0,5,0,0
8304,Geo 1,1,2017,3,5,1,0,0,1,1,0,0,0,0,0,0,5,0,0
8305,Geo 2,0,2017,1,4,88,0,16,6,22,0,0,0,107,0,0,0,0,0
8305,Geo 2,0,2017,3,11,68,0,30,17,47,0,0,0,21,0,0,11,0,0
8307,Unknown,1,2017,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8308,Geo 1,0,2017,2,55,1781,6,1731,44,1781,0,0,0,0,0,0,6,9,0
8309,Geo 1,0,2017,5,41,20,0,1,19,20,0,0,0,0,0,0,18,0,0
8310,Geo 2,1,2017,2,61,580,0,1,579,580,0,0,0,0,0,0,60,0,0
8310,Geo 2,1,2017,8,3,2,0,2,0,2,0,0,0,0,0,0,2,0,0
8312,Geo 2,0,2017,5,15,19,0,12,7,19,0,0,0,0,0,0,13,0,0
8313,Geo 2,1,2017,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8314,Unknown,1,2017,5,,23,0,23,0,23,0,0,0,0,0,0,0,0,0
8315,Geo 2,0,2017,5,14,58,0,26,32,58,0,0,0,0,0,0,12,0,0
8316,Geo 2,0,2017,5,18,591,0,437,154,591,0,0,0,0,0,0,14,0,0
8317,Geo 2,0,2017,2,1,29,0,25,4,29,0,0,0,0,0,0,1,0,0
8318,Unknown,1,2017,3,1,,0,0,0,0,0,0,0,0,0,0,1,0,0
8319,Geo 2,0,2017,2,4,59,0,51,8,59,0,7,0,0,0,0,4,0,0
8320,Geo 2,0,2017,2,6,251,0,250,1,251,0,0,0,0,0,0,2,1,0
8320,Geo 2,0,2017,8,48,521,1,515,5,521,0,0,0,0,0,0,6,17,0
8322,Geo 2,0,2017,3,9,22,0,0,22,22,0,0,0,0,0,1,1,3,0
8323,Unknown,1,2017,3,,7,0,7,0,7,0,0,0,0,0,0,0,0,0
8324,Geo 2,0,2017,2,1,10,0,9,1,10,0,0,0,0,0,0,0,0,0
8325,Geo 2,0,2017,4,5,2,0,1,1,2,0,0,0,0,0,0,5,0,0
